X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
FMK,6.54E-02,1.01E-02,9.71E-02,6.00E-02,3.45E-02,6.99E-02,0.153542287,0.131700086,0.134137262,0.235154409,0.137899451,0.105211661,0.163416469,0.284050647,4.56E-03,6.72E-02,1.18E-02,0.158569315,0.2830194,NA,2.15E-02,NA,2.50E-02,NA,0.134218679,0.119285709,9.77E-02,NA,5.37E-02,0.115885188,7.30E-03,NA,3.57E-02,2.19E-02,0.267473473,4.70E-03,1.57E-02,NA,1.67E-02,NA,5.51E-02,9.13E-02,0.137911049,0.115739861,0.121597601,0.144511606,9.64E-02,5.26E-02
FQI-1,NA,0.315706518,NA,NA,NA,NA,NA,0.193448453,NA,0.310952191,NA,0.343865483,0.247200024,NA,NA,NA,0.366571303,0.294803019,NA,0.314473905,0.285741333,NA,0.24139149,NA,0.332611019,0.268149425,0.171818531,0.212534372,NA,NA,0.214162019,NA,NA,0.230123153,NA,NA,0.121785843,7.93E-02,NA,NA,NA,NA,NA,NA,NA,NA,0.221031363,0.165880152
FQI-2,0.336854757,0.401460992,0.294699891,0.41058501,0.291542772,NA,NA,0.291132193,NA,0.36132692,0.294191737,0.384970485,NA,8.13E-02,0.325147465,0.315267936,0.401286007,0.346142688,0.29244445,0.478964734,0.438399195,0.421039707,0.289945661,0.436578446,0.50924143,0.320620639,0.160443694,0.217445937,0.163247812,1.28E-02,0.261040114,2.39E-02,3.29E-02,0.316012142,1.87E-02,0.171741,0.131507496,0.133612223,0.163049441,0.163914894,0.104538771,0.140570292,0.215605275,1.63E-02,0.134266748,0.256775625,0.303706141,0.269352044
FR-180204,0.312286937,0.160327887,2.26E-02,1.26E-02,NA,8.93E-02,3.67E-02,7.75E-02,2.58E-02,0.349170044,0.127454151,9.76E-02,7.88E-02,4.73E-02,3.41E-02,1.77E-02,8.77E-03,0.113122379,0.527435174,NA,7.93E-02,NA,8.29E-02,NA,0.214391512,1.00E-01,2.71E-02,0.154799695,8.70E-03,3.37E-03,1.66E-02,1.98E-03,7.80E-02,1.32E-02,3.30E-03,6.03E-02,2.67E-02,NA,8.95E-03,8.32E-04,3.54E-02,1.57E-02,3.54E-02,7.32E-03,4.53E-02,3.01E-02,4.46E-02,2.98E-02
FSC231,NA,3.50E-02,NA,NA,NA,NA,NA,NA,NA,1.00E-02,NA,0,NA,NA,NA,NA,6.67E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.29E-02,NA,NA,NA,NA,NA,NA,NA,NA,4.62E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69E-02,NA
FTI-277,9.69E-04,4.45E-02,2.13E-02,7.16E-03,0.111537477,0,3.43E-02,1.41E-02,3.09E-03,8.74E-03,8.16E-02,5.53E-03,0,1.91E-02,1.33E-02,7.08E-03,8.79E-03,1.21E-02,2.97E-02,NA,1.09E-02,NA,5.43E-02,NA,4.49E-03,3.67E-02,0.120928072,3.74E-02,5.99E-02,8.72E-02,2.12E-02,0.171473702,9.53E-02,2.91E-02,4.43E-02,7.55E-03,5.68E-02,NA,5.47E-02,9.83E-03,0.116270056,0.150990438,0.20392902,6.95E-02,2.68E-03,2.05E-02,6.28E-03,0.295831525
Fumonisin B1,5.85E-02,0.334805933,2.70E-02,3.56E-02,6.42E-02,NA,NA,9.64E-03,NA,4.42E-02,NA,0.125020216,0.222870696,6.22E-02,2.48E-03,4.01E-02,5.54E-02,6.41E-02,3.38E-02,2.89E-02,5.33E-02,1.46E-02,8.84E-02,1.35E-03,8.04E-02,0.104303797,2.43E-02,4.90E-03,1.38E-03,2.83E-02,1.20E-02,7.28E-03,1.62E-02,7.80E-02,6.13E-03,1.76E-02,0,0,1.28E-02,3.13E-03,0,0.102306605,3.92E-02,9.64E-02,NA,2.11E-02,NA,2.13E-02
GANT-61,5.75E-04,4.22E-02,5.70E-02,7.37E-02,1.52E-02,NA,NA,1.37E-02,NA,5.84E-02,NA,6.85E-02,5.81E-02,0.23853519,1.08E-02,5.30E-02,6.30E-02,9.52E-02,0.104480273,0,NA,0.164722163,2.98E-02,5.38E-02,1.91E-02,2.86E-02,2.19E-02,8.13E-02,1.05E-04,4.76E-02,4.56E-02,1.13E-03,1.54E-03,8.38E-02,0,2.24E-03,5.39E-02,0.143341032,3.67E-02,6.71E-03,1.33E-02,4.65E-02,1.10E-02,2.30E-02,NA,1.28E-02,0.130907326,5.16E-02
GDC-0449,2.61E-02,NA,3.48E-02,NA,7.80E-02,0.153693807,3.04E-02,2.80E-03,1.63E-02,5.45E-02,2.16E-02,0.119073707,9.78E-02,7.24E-02,8.83E-02,4.76E-02,6.81E-02,1.66E-02,1.50E-02,1.07E-02,4.71E-02,NA,7.03E-02,NA,8.18E-03,0.113300762,5.52E-02,1.41E-02,0.330560562,8.99E-02,2.30E-02,2.70E-02,1.84E-02,2.37E-02,0,0.149774,1.13E-02,NA,1.17E-02,NA,0,0,1.37E-03,3.09E-03,NA,4.72E-02,1.18E-02,NA
GDC-0879,8.87E-03,3.44E-02,0.104524391,0.112363275,6.78E-02,NA,NA,0.147292457,NA,8.06E-02,NA,5.43E-02,NA,0.234392775,3.75E-02,7.94E-03,9.70E-02,NA,0.402499381,0.464757403,9.41E-02,8.72E-02,3.83E-02,4.69E-02,0.109245049,0.207252155,1.73E-02,8.22E-03,9.81E-02,0,0,0.145315465,1.57E-02,1.52E-02,3.72E-03,1.14E-02,0.215705162,0.243188331,3.78E-03,9.33E-04,6.88E-02,1.17E-02,8.66E-03,0.129082509,8.16E-02,2.88E-02,3.13E-02,3.97E-02
GDC-0941,0.136680055,0.103559921,0.365803096,6.54E-02,0.376790771,0.10041843,0.253612562,7.62E-02,0.224883073,0.269979426,0.336230639,0.28202058,0.368235506,0.268380696,0.275411619,3.31E-02,0.124846858,0.349483151,0.25128061,0.326811051,0.267266945,0.419079561,0.355425492,0.353318856,0.307188248,0.179996836,0.16928373,0.19977756,0.19558241,0.223538489,0.2333385,0.152669481,0.19103975,0.299027768,0.236610925,0.19932535,0.27275298,0.369391193,0.158608071,0.108636532,9.12E-02,0.189227323,0.267901999,0.221458258,0.247477263,0.203694356,0.248948476,0.100403424
Genentech Cpd 10,0.635829891,0.592823864,0.196758876,0.24433136,0.497663551,0.341967064,0.342634893,6.45E-02,0.374020752,0.713868267,0.581623122,0.74283144,8.04E-02,0.437311008,0.340311445,0.592793821,1.06E-02,0.240427039,0.527749409,NA,0.366244709,NA,0.528816853,NA,0.78861003,2.16E-02,5.65E-02,0.104410893,5.14E-03,0.213082497,5.40E-02,4.11E-03,2.65E-02,3.84E-02,0.553464124,1.99E-02,5.49E-03,NA,8.40E-02,0,7.63E-03,0.447029796,0.675707259,0.210038826,0.396724885,0.136840679,0.333298484,0.375921436
GMX-1778,0.399609163,0.256049153,8.29E-02,0.457993352,0.166854769,NA,NA,1.27E-02,NA,NA,5.76E-02,3.01E-03,0.401057769,0.430848318,0.372802905,0.319804157,0.245357385,0.115397533,0.295587812,0.197330557,1.01E-02,6.74E-02,7.72E-04,0.619500322,0.231214222,0.302818196,0.202112536,0,2.54E-02,0.317692548,0.109664863,0.397981278,0.150421,1.70E-02,0.251135884,0.279342,0.140964814,0.131678002,7.13E-02,0.161024488,0.292203794,4.38E-02,0.38012038,0.396119795,0.305525765,0.328580452,0.249472587,0.254045617
GNF-2,4.93E-03,2.13E-02,1.80E-02,8.53E-04,2.47E-02,7.32E-03,1.09E-03,3.79E-03,3.55E-02,1.10E-03,1.41E-02,5.31E-03,2.95E-02,0,3.29E-02,3.38E-03,3.54E-02,9.45E-03,0,7.68E-02,2.30E-02,NA,7.54E-03,NA,3.80E-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gossypol,0.246474793,0.261710811,0.171917215,0.206784186,0.227117345,NA,NA,2.23E-02,NA,0.232845975,0.113727075,0.22221627,NA,0.22670931,0.241869698,0.141742154,0.235579738,0.16488006,0.162421466,0.161796282,0.185328673,0.246323634,NA,0.255286959,NA,NA,0.116392262,0.199133095,0.148267478,0.207830257,7.97E-04,8.61E-02,0.132845,5.43E-02,0.1668518,0.130379,0.312383729,2.44E-02,0.23953546,0.201279272,0.220960613,0.156565924,0.198130562,0.140028659,8.70E-02,0.182164723,0.128197904,0.124000166
GSK-3 inhibitor IX,0.21967609,0.15085841,0.139525038,0.187347128,0.259377265,NA,NA,0.151099948,NA,0.446410925,0.387116506,0.602574496,NA,0.256630321,0.177518696,0.30776593,0.227920477,7.47E-02,0.23235598,0.229768006,0.195652307,0.26612046,0.173035934,0.272113444,NA,NA,0.139560758,0.239151492,0.209843693,0.236648159,0.113015763,0.132582198,0.167189,0.193963242,0.160010828,0.115867,0,1.98E-02,0.111164891,0.208563094,0.133904894,8.80E-02,0.265514775,0.313527205,NA,0.18364447,0.343592526,2.29E-02
GSK-650394,0.306558408,0.339941824,0.197059853,6.43E-02,NA,0.218816617,0.13673096,3.53E-02,0.169785558,0.688814644,0.488178163,0.767586827,7.90E-02,7.11E-02,0.393630554,0.160691594,2.51E-02,0.156892064,0.438344382,NA,0.127528741,NA,0.52863524,NA,0.342533703,0.262716502,1.32E-02,0.289244331,0.385955069,6.61E-02,0.257485742,0.302186416,0.330988,0.166068846,0.360074535,0.441041,0.443727159,NA,2.78E-02,0,0.468585265,0.176802328,0.195090137,0.160708021,6.53E-02,0.204661573,0.151048608,0.244341397
GSK1059615,0.155708965,NA,0.201609626,0.163434021,0.307487705,NA,NA,0.151858608,NA,NA,0.276722267,NA,0.411749275,0.346908523,0.19177173,0.109978936,NA,0.29361865,0.19789986,0.178596305,0.388923724,0.303973335,0.242198163,0.231252731,0.278033241,0.292529045,NA,NA,0.28987152,0.405387439,0.208960981,0.174201274,0.221712,0.441815144,0.212680359,0.225478,NA,0.171495129,0.356579949,0.302054864,0.265955549,0.320691538,0.389155593,0.311133441,0.600166098,0.226837976,NA,0.291352187
GSK1120212,0.113946372,6.93E-02,0.475893727,0.552002419,0.481192294,0.168861162,0.983398156,0.330158969,0.436005381,0.259502481,0.193474746,0.30308899,0.615358349,0.834602552,0.346818354,0.170156539,0.340802283,0.261041725,0.893444967,0.461464068,0.174956179,0.675117707,0.104887172,0.373329264,0.556354067,0.983864696,0.307401551,NA,8.18E-02,0.262154835,8.11E-02,0.193657053,0.2206295,NA,0.204491495,8.08E-02,0.583520283,NA,0.441119747,0.15008805,0.331773267,0.412229837,0.353844437,0.220096678,0.181581301,0.394961191,0.387382371,0.206705047
GSK2126458,0.687353139,0.272617609,0.580552053,0.11052906,0.902090541,0.416398496,0.615331113,0.100252159,0.802185116,0.66718683,0.604307264,0.525296163,0.579537522,0.445598846,0.672139186,0.644771852,6.39E-02,0.726994997,0.838326857,NA,0.477517442,NA,0.964825022,NA,0.579713803,0.196844214,0.314780072,0.342555429,0.349587414,0.598446907,0.211908197,2.91E-02,0.222154,0.461475217,0.661003778,0.264338,0.150142589,NA,0.311606605,0.112893885,3.32E-02,0.453535763,0.605915987,0.357364124,0.284684123,7.75E-02,0.328644486,0.205494169
GSK4112,7.59E-02,4.91E-02,9.69E-03,4.43E-02,7.37E-02,NA,NA,8.99E-03,NA,2.39E-02,NA,0.100356508,4.05E-02,1.90E-02,8.80E-02,6.63E-02,5.63E-02,3.46E-03,4.60E-02,3.73E-03,0.142980601,4.73E-02,3.68E-02,8.71E-02,5.95E-03,1.57E-02,1.46E-04,6.34E-03,2.75E-02,4.69E-02,8.00E-03,7.48E-03,2.38E-02,3.07E-02,9.84E-03,1.22E-02,0,0,6.98E-03,2.34E-02,3.38E-03,2.01E-02,0,1.18E-02,0,6.49E-02,1.83E-02,2.93E-02
GSK429286A,0.29776782,0.130164626,0.287424267,5.10E-02,0.537170477,9.82E-02,6.80E-02,9.92E-03,0.413210768,0.281292804,0.131872048,0.318690616,8.88E-02,0.181998683,0.179349822,0.217464722,2.92E-02,0.285736716,0.473956728,NA,8.13E-02,NA,0.628073354,NA,9.63E-02,3.14E-02,0,0.157700763,8.67E-02,6.24E-03,2.50E-02,1.45E-02,0,6.41E-02,0.120817883,1.51E-02,2.77E-02,NA,9.55E-03,3.25E-02,4.29E-02,1.24E-03,0.455858029,0.168496971,0.177024249,6.60E-02,1.49E-02,0.382352138
GSK461364,0.818254334,0.850610776,0.729489653,0.872138307,0.887604126,NA,NA,0.657330238,NA,0.754970905,0.506322071,0.743288319,0.862416369,0.916861025,0.826871903,0.589950491,0.729123184,0.981900669,0.810020486,0.986705255,0.734871326,0.611033137,0.710486645,0.902379818,0.978475378,0.882451486,0.54970446,0.42077204,0.681214862,0.471721347,0.568470035,0.371087744,0.29244,0.625230967,0.363606451,0.619136,0.402775724,0.739404818,0.428177142,0.530850796,0.550139845,0.387011975,0.744691695,0.398531397,0.686922383,0.645504806,0.560713826,0.606292721
GSK525762A,0.336752076,0.367407974,0.293978548,0.228498445,0.572108686,NA,NA,0.175067051,NA,0.409407347,0.170801243,0.550755064,0.452315861,0.581263211,0.257958987,0.252296845,0.332904872,0.273105866,0.424599602,0.363575568,0.422806864,0.166769622,0.183597341,NA,0.408462034,0.429688269,0.114335918,0.111727734,1.87E-02,4.71E-02,0.124598822,0.211586583,0.141651,4.50E-02,8.22E-02,5.60E-02,0.354801186,0.140270836,5.67E-02,1.90E-03,4.30E-03,0.106071661,3.88E-02,3.86E-02,0.145258265,0.232279385,0.184955997,0.116165371
GW-2580,0,5.74E-03,3.26E-02,1.40E-03,0.106205208,0,6.50E-02,4.88E-02,5.69E-04,4.20E-03,6.68E-02,3.62E-02,1.44E-02,3.66E-02,0.201681353,2.24E-02,1.04E-02,3.32E-02,0.120758073,NA,7.92E-02,NA,0.770267394,NA,1.84E-03,1.24E-02,7.66E-02,0,5.09E-04,0.157704666,0,8.11E-04,4.01E-02,0,3.20E-03,0,3.24E-02,NA,5.94E-03,4.67E-02,2.44E-02,4.88E-02,0.12185314,3.09E-02,3.64E-03,0.103322563,3.58E-02,1.82E-03
GW-405833,0.163693236,0.164560189,7.04E-02,0.182375861,0.142135946,NA,NA,0.119707801,NA,0.19877866,0.284615548,0.234782477,0.17342397,0.184760962,5.08E-02,0.129448274,0.131174597,0.175154649,0.188963285,0.132048236,0.19254463,0.21096678,0.240075631,0.192519757,0.153171126,0.223648394,8.85E-02,0.169969916,7.48E-02,0.136150002,0.150093579,0.104921399,8.05E-02,0.170415571,4.37E-02,6.89E-02,0.1127972,0.146331262,0.11305685,0.129387395,7.26E-02,8.40E-02,8.19E-02,0.14980706,5.18E-03,0.136426202,0.233585824,0.156081854
GW 441756,0,NA,6.67E-02,NA,3.71E-02,NA,9.10E-02,1.34E-03,3.39E-03,0.136712374,0.122158632,0.392534266,9.06E-03,4.56E-02,0.264755183,0,2.74E-02,5.28E-02,NA,NA,1.28E-02,NA,3.95E-03,NA,0,1.55E-02,5.35E-02,0.35172222,3.81E-02,0.136947586,0.137911987,1.31E-02,9.04E-02,9.53E-02,0.113900369,0.138745,9.99E-02,NA,1.00E-02,NA,3.03E-02,0.286037005,0.24400185,8.66E-02,NA,3.28E-02,0.312157952,NA
GW843682X,0.415369101,0.544038019,0.285928911,0.431811082,0.144321551,1.86E-03,0.159118889,0.194195651,0.53039399,0.514989679,0.384260776,0.428677273,0.127869352,0.402842661,0.363477498,0.289520071,0,0.39211266,0.364336389,0.191155594,0.197171332,0.298183481,0.499256835,0.432304304,0.54975319,0.294399754,0.221579796,0.172971021,0.248662495,0,5.84E-02,0.113387042,7.32E-02,0.227313502,1.72E-02,0.284682,4.00E-02,1.98E-02,0.131802587,0.140982203,4.69E-02,5.54E-02,0.198277137,1.42E-02,0,0.120220997,0.255654074,0.299798996
HBX-41108,0.100555667,NA,0.219694348,0.179453773,0.242323252,NA,NA,0.287044163,NA,NA,0.224723416,NA,0.185165874,0.240385396,4.14E-02,0.177758013,NA,0.248304812,0.15835957,0.297569969,0.212361284,0.260077402,0.115689689,0.237609598,0.382849886,0.250709448,NA,NA,9.75E-02,0.155387789,8.93E-02,0.274856937,0.189563,6.68E-02,4.51E-02,4.41E-02,NA,0.101379986,0.248891191,0.220369865,0.142962438,6.20E-02,0.119394712,0.160930393,0.36269412,0.153741464,NA,0.153109791
HC-067047,1.31E-02,4.78E-02,1.42E-02,8.73E-02,2.98E-02,NA,NA,3.95E-02,NA,9.50E-02,0.184788945,NA,1.53E-02,0.196262104,4.91E-02,0.118229638,2.44E-02,6.00E-02,3.79E-02,2.45E-02,8.31E-02,0.186753076,2.78E-02,0.148853897,4.03E-02,4.88E-02,7.30E-02,9.87E-02,2.05E-02,3.61E-02,2.03E-02,2.90E-02,5.12E-02,0.131411076,3.13E-02,1.39E-02,0,1.37E-02,4.39E-02,4.75E-02,2.75E-02,0.10754108,0.303706333,9.64E-02,1.07E-02,4.86E-02,0.142742062,3.62E-02
HG-5-113-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11010311,8.75E-02,0.205738554,NA,NA,3.45E-02,NA,0.118815222,NA,NA,NA,NA,0.181972852,NA,NA,1.37E-02,9.40E-02,NA,NA,NA,NA,0.136435261,0.129391558,NA,NA,NA,NA,NA,NA,0.114966435,NA,NA,NA,NA,NA,NA
HG-5-88-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122852051,7.01E-02,0.306863902,NA,NA,0.109495442,NA,0.157079025,NA,NA,NA,NA,0.12059158,NA,NA,6.47E-02,0,NA,NA,NA,NA,7.02E-02,0,NA,NA,NA,NA,NA,NA,0.114853545,NA,NA,NA,NA,NA,NA
HG-6-64-1,0.282642343,0.227421084,0.190836647,0.238948249,0.747960898,0.559253588,0.195265668,0.180237946,0.1132175,0.670924534,0.716650355,0.809752153,0.215239326,7.24E-02,0.372007878,9.93E-02,0,0.157588752,0.317559116,NA,8.04E-02,NA,0.500212253,NA,0.23520421,8.45E-02,0.524983496,0.472294674,0.550819505,0.465354144,0.444041357,5.27E-02,0.144815,0.525005521,0.468367945,0.268315,0.985172198,NA,1.50E-02,0.240336143,0.696512223,0.389667849,0.41577982,0.432732613,9.74E-02,0.52046127,0.21896133,0.678126002
HLI 373,6.65E-02,8.11E-02,0.110733552,0.106262952,0.17852399,NA,NA,3.41E-02,NA,0.180062884,NA,NA,0.121155589,0.199730989,0.184908854,9.43E-03,0.114616449,0.110211887,0.13541333,9.57E-02,0.161480081,0.150419423,4.03E-02,0.122422944,0.135672692,0.147335675,7.47E-02,9.64E-02,2.94E-02,6.32E-02,8.46E-02,3.34E-02,4.55E-02,4.70E-02,6.26E-02,3.27E-02,2.36E-02,0.115710261,7.53E-02,7.61E-02,0.114538253,9.01E-02,6.95E-02,7.87E-02,5.68E-02,3.26E-02,NA,NA
hyperforin,1.03E-02,0,8.56E-03,6.60E-02,5.77E-02,NA,NA,0,NA,NA,NA,0.102958598,1.45E-02,0.164577084,4.19E-02,3.94E-02,6.49E-02,1.85E-02,0.103237431,0,0.191059501,0.224086447,5.35E-02,7.24E-02,0,0,0.147626929,0.151191048,7.20E-02,0.162757756,0,3.68E-02,0,0.226092077,4.18E-02,9.93E-02,6.16E-02,0.250938257,0.144248617,0.397770106,3.45E-02,8.54E-02,0.119387585,9.53E-02,0.173628141,3.86E-02,0.103001713,7.65E-03
I-BET-762,0.620068872,0.504966326,0.538645984,0.351292439,NA,0.480666838,0.416062552,0.433321435,0.374044866,0.461700893,0.20080103,0.684510573,0.548326952,0.630369831,0.486157302,0.707377724,4.47E-02,0.390771275,0.708042011,NA,0.244584215,NA,0.518375778,NA,0.760790718,0.52568277,2.23E-02,3.39E-03,0.104588321,1.20E-02,8.90E-02,4.99E-02,3.85E-02,0.12854653,0.365730034,7.96E-02,0.127131822,NA,5.40E-02,7.82E-02,3.20E-02,0.252508907,0.107307778,1.98E-02,0.16248853,0.185515186,0.226541548,0.140451717
IC-87114,0,9.83E-03,6.27E-03,2.72E-03,1.43E-02,NA,NA,4.45E-02,NA,4.93E-02,0.128954087,0.205102495,0.13836628,2.97E-03,5.03E-03,0,2.37E-02,3.55E-02,0,5.79E-05,7.24E-02,8.73E-03,1.35E-02,3.33E-02,3.72E-05,9.15E-03,2.04E-03,4.22E-02,4.10E-02,1.82E-03,2.41E-02,7.93E-02,0,6.41E-02,2.71E-02,1.56E-02,4.78E-02,3.30E-03,2.22E-03,2.67E-02,3.07E-02,1.25E-03,3.02E-03,1.31E-02,3.18E-02,0.125847746,0.125941887,0.103260468
importazole,1.81E-02,7.62E-02,0.111232171,6.35E-02,8.99E-02,NA,NA,0.164613919,NA,0.13175333,0.155369984,NA,5.31E-02,0.271498115,0.261279634,0.132226078,3.37E-02,0.10545985,0.10827527,0,0.302875797,0.341085153,0.139341714,0.359907381,5.14E-02,4.11E-03,5.76E-02,0.15462646,0.269957721,5.98E-02,3.33E-02,7.18E-02,1.64E-02,0.270798218,1.06E-02,0.174438,4.75E-02,1.78E-03,0.130609225,0.114802623,1.08E-02,0.262860037,0.165709222,0.219076385,4.21E-02,2.46E-02,0.265379159,0.102374312
indisulam,0.425183259,0.185071889,0.129490456,0.113831853,0.185682009,NA,NA,0.124985673,NA,0.313280812,0.323903238,0.501622326,0.168181739,0.478596851,0.295070834,0.426586362,0.159265834,0.11473412,4.50E-02,0.273020681,0.190364269,0.152095807,0.321692276,0.419344639,0.29819636,0.213839486,1.82E-02,0.119984799,1.26E-02,0.221515534,0.149385035,1.65E-02,4.23E-02,0.140032164,0.136108849,1.90E-02,9.67E-02,1.29E-02,3.99E-02,6.59E-02,4.86E-02,0.121704714,0.132207125,7.20E-02,0.170786856,4.50E-02,8.64E-02,0.136487281
IPA-3,0.449484108,0.446256933,0.237266404,9.89E-02,NA,0.116289314,4.20E-02,6.69E-02,0.140616852,0.128012597,0.118723671,0.260507217,0.266378178,0.270727363,6.21E-02,4.32E-03,2.49E-02,1.11E-02,0.498325085,NA,4.37E-02,NA,4.58E-02,NA,0.275025666,0.316180689,9.83E-02,0.230377529,0.100923785,1.97E-02,8.75E-02,2.92E-02,5.31E-02,8.91E-02,0.209098271,0.187353,0.121774435,NA,1.83E-03,8.39E-03,0.130287344,6.20E-02,6.64E-02,0.103462099,0.205084772,0.125248918,0.147366347,0.155840083
IPR-456,2.45E-02,3.55E-02,1.40E-04,2.40E-02,9.66E-03,NA,NA,3.30E-02,NA,5.25E-02,0.229215778,0.112593499,8.65E-03,2.40E-02,1.63E-02,2.76E-02,1.37E-02,1.38E-02,5.72E-03,1.47E-02,4.99E-02,4.66E-02,4.63E-02,2.06E-02,3.64E-02,7.33E-03,3.80E-02,0.120337124,0.100121141,4.82E-02,4.31E-02,2.86E-02,5.47E-02,5.39E-02,5.27E-02,4.44E-02,0,2.00E-03,7.80E-02,5.44E-02,3.52E-02,5.41E-02,2.55E-02,8.92E-02,5.69E-02,1.75E-02,0.230147874,7.02E-02
isoevodiamine,0.306492476,0.331391869,0.252187854,0.348443679,0.273219068,NA,NA,0.186712208,NA,0.366992526,0.362628186,0.300249666,0.172547013,0.292398622,0.220794822,0.216367994,0.312029876,0.288593137,0.24477936,0.352963024,0.320739083,0.292879298,0.137569038,0.276066999,0.37510621,0.226839513,0.187860597,0.271491452,8.72E-02,0.144982883,9.33E-02,3.41E-02,0.185223,0.161128252,9.55E-02,0.159597,6.89E-02,6.82E-02,0.195635576,0.174912351,0.116465724,0.173721268,0.226937279,0.13362864,0.199459116,0.243649679,0.249828047,0.212912187
isoliquiritigenin,NA,4.18E-02,NA,NA,NA,NA,NA,NA,NA,0.157469101,NA,0.290649133,NA,NA,NA,NA,6.83E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81E-02,8.04E-03,NA,NA,NA,NA,NA,NA,NA,NA,2.49E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10E-02,NA
isonicotinohydroxamic acid,1.45E-03,NA,1.23E-02,2.30E-02,4.13E-02,NA,NA,0,NA,NA,4.56E-02,NA,0,8.93E-03,6.62E-02,1.26E-02,NA,0,3.38E-02,NA,NA,0,0,1.10E-02,0,NA,NA,NA,1.11E-02,9.05E-03,0,0.121042842,NA,5.08E-04,2.43E-02,1.87E-02,NA,0.107587725,4.57E-03,1.16E-02,2.69E-02,3.37E-02,8.12E-03,2.75E-02,NA,0,NA,6.26E-03
ISOX,0.256221938,0.297342265,0.244397559,0.30844151,0.287340855,NA,NA,0.303938809,NA,0.341358514,0.203205183,0.46806089,0.366480291,0.332254214,0.306476134,0.30658112,0.31464952,0.279588185,0.239303404,NA,0.308496691,0.422639693,NA,0.447257764,NA,NA,0.263604821,0.297258259,0.202068031,0.24543602,0.163938152,0.125519575,0.181343,0.255405023,5.44E-02,0.141956,0.206521754,0.274980611,0.231375352,0.110805299,0.155663716,0.245799591,0.227815385,0.120562231,0.289821938,0.257047819,0.47407506,0.128276173
Ispinesib Mesylate,0.279022562,0.103952235,0.155143752,0.223364449,0.300924379,3.05E-02,0.131010919,0.117786591,0.371079868,0.351513806,0.339224927,0.586563498,0.308049361,0.432636382,0.387902258,0.256134856,2.18E-02,0.32366878,0.309591433,NA,0.217473224,NA,0.373502111,NA,0.456717973,0.317382815,0.224681047,0.28579428,0.102844181,8.89E-02,0.150213612,3.50E-03,5.01E-02,0.25045819,0.452004686,0.141322,2.12E-02,NA,2.92E-02,4.22E-02,8.93E-02,1.09E-02,0.303869045,6.42E-02,4.61E-02,6.87E-02,0.445432445,0.366816079
istradefylline,1.88E-02,NA,1.19E-02,6.46E-02,4.30E-03,NA,NA,NA,NA,NA,NA,NA,NA,1.19E-03,4.06E-02,9.57E-03,NA,NA,7.05E-03,NA,NA,2.60E-03,NA,5.66E-02,NA,NA,NA,NA,3.78E-03,3.34E-02,NA,2.57E-02,1.72E-02,NA,1.44E-02,2.88E-03,NA,NA,0,1.84E-03,4.55E-02,4.08E-02,1.77E-02,1.65E-02,0.124417398,7.47E-03,NA,NA
IU1,9.52E-04,4.03E-03,2.10E-02,1.77E-02,1.30E-02,NA,NA,2.63E-03,NA,5.43E-02,NA,NA,NA,1.27E-02,8.52E-03,6.93E-04,3.52E-02,3.10E-02,1.21E-02,2.57E-02,3.21E-02,8.45E-02,4.30E-02,3.28E-02,7.77E-02,2.77E-02,3.87E-02,0.163776171,9.81E-03,0,1.21E-02,2.99E-02,NA,1.09E-02,5.36E-02,1.54E-03,1.30E-02,9.84E-03,4.54E-02,2.89E-02,9.98E-02,5.62E-03,1.75E-02,1.33E-02,2.77E-02,2.41E-02,0.188354329,9.45E-02
JNJ-26854165,0.128390478,0.100089562,5.63E-02,5.89E-02,0.161099542,2.30E-02,6.44E-02,2.62E-03,4.28E-02,0.379238227,0.198406451,0.371570372,0.125692135,0.133112615,0.1251072,5.18E-02,5.16E-02,6.96E-02,0.361610497,0.359880983,0.131664912,0.105187731,2.10E-02,0.114847402,9.93E-02,4.56E-02,6.28E-02,0.160860524,8.18E-02,0.172616682,7.67E-02,0.118470758,0.1024652,0.124470664,0.195494445,0.10450085,0.194491786,0.120467689,8.17E-02,4.15E-02,8.07E-02,8.47E-02,0.116799055,0.121740444,0.120980637,0.135326042,0.17396369,0.107273461
