X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
masitinib,0.129300287,7.66E-02,7.24E-02,5.10E-02,0.629236644,0.332025872,8.45E-02,2.38E-02,9.26E-02,0.25032628,8.76E-02,9.60E-02,0.100296962,9.09E-02,9.58E-02,0.199167196,8.52E-02,9.82E-02,5.81E-02,0.102376634,0.213390492,0.168351054,0.647435747,0.165675991,8.43E-02,0.109098445,6.03E-02,8.31E-02,3.73E-02,7.11E-02,7.08E-02,5.30E-02,5.76E-02,0.101043389,6.41E-02,2.94E-02,0.122845082,0.206995067,8.39E-02,6.21E-02,3.83E-02,6.35E-02,9.62E-02,6.89E-02,8.94E-02,7.96E-02,0.15601003,7.13E-02
Obatoclax Mesylate,0.615200163,0.726649505,0.469078097,0.47242248,0.525185462,0.754297454,0.672828722,0.43182431,0.652231183,0.635473875,0.562769669,0.650656006,0.520672991,0.519950848,0.470313189,0.521304558,0.42042792,0.554828828,0.955211374,0.499676428,0.659085958,0.336051636,0.528493181,0.490739175,0.696913189,0.71163271,0.927814539,0.807250353,0.72947554,0.744664663,0.681541619,0.409903685,0.516195,0.755508576,0.787670266,0.6639795,0.955855285,0.431728761,0.370529841,0.422615817,0.761478212,0.501623719,0.773036499,0.713319698,0.34854093,1,0.807432972,0.704562491
quizartinib,3.00E-02,1.23E-02,0.156714853,1.67E-02,0.767637854,NA,NA,1.80E-03,NA,0.907623282,0.415428067,0.933177334,8.08E-03,5.95E-03,0,6.01E-02,1.27E-02,1.09E-02,9.26E-03,0,8.98E-03,0.152800849,3.45E-02,2.81E-02,0,0,0,0.23859641,0.118150815,3.15E-02,7.43E-03,1.51E-02,NA,0.14936315,1.68E-02,7.93E-02,0.129657576,3.55E-03,2.96E-02,1.87E-03,3.56E-02,0.137598917,1.04E-02,7.13E-02,4.61E-03,4.41E-02,0.292411748,2.99E-02
rigosertib,0.719028658,0.708040577,0.526235687,NA,0.634149915,NA,NA,0.610807465,NA,0.519571219,0.499055359,0.583946549,0.608434832,NA,0.513801664,NA,0.562287524,0.705351916,0.463691703,0.802977068,0.66965898,0.452739294,0.658474028,0.65289748,0.818759182,0.747704638,0.240090581,0.285883338,0.330369287,0.304792652,0.626274621,0.215308112,NA,0.441022903,0.119565902,0.239778,0.396469437,0.269996895,0.481397693,0.328550248,0.365695714,0.161186282,0.655212292,0.233793337,0.208588708,0.492106059,0.527227927,0.441942098
tacedinaline,0.241837928,NA,0.166841735,0.142412867,0.283849747,NA,NA,0.15221556,NA,NA,NA,NA,NA,0.233077786,0.195204194,0.156183301,NA,0.154755208,0.142528951,0.178899814,0.162445058,0.158031908,NA,0.264311735,NA,NA,NA,NA,1.87E-02,0.110798018,8.91E-02,0.125638734,0.112555,6.47E-02,1.64E-02,1.56E-02,NA,0.218496605,7.61E-02,3.57E-02,3.98E-02,0.138456685,9.69E-02,8.52E-02,2.89E-02,0.101443681,NA,4.43E-02
Talazoparib,0.171784512,0.260686591,2.42E-02,NA,8.19E-03,9.00E-02,5.55E-03,3.35E-03,0.255449979,0.2527518,0.131615676,0.175542797,7.70E-02,0.122067459,0.104967122,0.165543622,4.22E-03,4.55E-03,NA,2.79E-02,8.96E-02,NA,1.71E-02,NA,0.188560155,0.301361226,9.24E-02,NA,3.72E-02,2.59E-02,7.52E-02,6.70E-02,5.26E-02,0.200386015,3.85E-02,0.130402,7.41E-02,NA,6.46E-02,NA,0.268802802,0.160881873,7.81E-02,3.78E-02,NA,7.13E-02,9.21E-02,4.94E-02
tipifarnib,0.207004153,0.139152151,0.32988915,0.438479952,0.431289095,NA,NA,0.198515101,NA,0.239956849,0.237157461,0.390212975,0.189825888,0.393848217,0.234162555,5.48E-02,0.211519362,0.236739271,0.447162111,0.31604701,0.354075606,NA,0.332233628,0.340172547,0.375358601,0.314261753,1.86E-02,0.165186447,4.84E-02,0.126643937,0.170796284,5.42E-02,0.10558,7.59E-02,8.77E-02,4.45E-02,4.67E-02,0.106216246,0.153087414,8.49E-02,0.141678944,9.96E-02,0.115365375,0.135572904,3.40E-02,0.189801007,0.333645141,0.304390621
tivozanib,1.02E-02,2.98E-02,2.37E-02,8.42E-02,0.706498431,0.10066569,4.38E-02,3.80E-02,3.52E-03,0.249455696,0.104398643,0.216783043,2.13E-02,4.74E-02,0.104332434,6.29E-02,6.45E-02,4.72E-02,4.94E-02,0.127103604,1.56E-02,0.160728747,0.365254319,6.60E-02,6.95E-03,6.53E-02,0.106615184,5.32E-02,5.40E-02,3.58E-02,4.35E-02,1.49E-02,4.53E-02,7.63E-02,4.75E-02,3.72E-02,8.76E-02,0.134009077,5.65E-02,3.40E-02,3.63E-02,2.17E-02,7.24E-02,3.90E-02,0.140961588,0.159021845,6.46E-02,1.11E-02
tosedostat,0.305038727,NA,0.335627783,0.243181209,0.273241858,NA,NA,0.258184521,NA,0.145228446,NA,NA,NA,0.216603339,0.243274074,0.178839703,0.292767848,0.350711714,0.235997889,0.242351818,0.261423485,0.305958584,0.315685678,NA,0.230838149,0.194577027,0.28967836,0.411196563,0.20439733,0.330456405,0.230883885,0.147516995,0.203868,0.261142849,0.148863183,0.162436,0.220610209,0.270935507,0.284659247,0.225775994,0.23001456,0.185710289,0.373082085,0.164111376,0.149900109,0.250727965,NA,0.940667996
16-beta-bromoandrosterone,6.37E-03,8.13E-02,7.16E-03,6.64E-02,2.07E-02,NA,NA,0.122167169,NA,0.111976704,0.232489043,0,NA,0.109567046,3.11E-02,5.57E-03,1.32E-02,1.86E-03,0,1.93E-03,7.51E-02,0.181182593,NA,4.16E-02,NA,NA,5.54E-03,0.100799319,1.75E-02,0,1.60E-02,2.81E-02,1.68E-02,2.77E-02,3.44E-02,6.31E-03,0.101114655,7.20E-03,5.01E-02,0,1.69E-02,0.101075167,3.56E-02,3.17E-02,8.74E-03,6.02E-03,0.12339864,6.69E-02
17-AAG,0.147902116,0.152920505,0.207006651,0.20733867,0.299239596,0.153373959,1.39E-02,7.86E-02,0.234068839,0.295265591,0.279563636,0.551388496,0.239575519,0.23994735,0.299891261,0.149796391,0.221031787,0.369873754,0.390137773,0.422861433,0.32735478,0.546768487,0.196967435,0.291844985,0.418524991,0.473655247,0.33908421,0.200279371,0.588489243,0.565072856,0.488208223,0.735803406,0.344263,0.560142795,0.200833604,0.472007667,0.351491113,0.912929589,0.172690336,0.501822026,0.224096044,0.31079242,0.229167149,0.11661197,0.567034548,9.29E-02,0.199965665,0.219764218
1S,0.180888549,0,0.125407197,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842248141,0.639390544,0.498451226,0.939769646,1,0,0,1,0,0.236622302,0,0.188929747,0,0,0,0,0.499810284,0,0,0
3-Cl-AHPC,NA,0.522817332,0.348180542,0.430557467,0.153870279,NA,NA,0.287454603,NA,0.408528184,0.43965044,0.470573727,NA,0.451893153,0.439112237,0.438710523,0.388057792,0.358549974,0.442577496,0.370759998,0.57748833,0.51426345,0.266516474,0.577327613,0.406652059,0.551022874,0.25330621,0.299983653,0.406238665,0.143675783,9.12E-02,0.313455631,0.187996,0.183030306,0.282484406,0.33261,0.292945211,9.69E-02,0.290856811,0.284581828,0.185549078,0.150177038,0.329335463,0.285599957,0.205624881,0.289389438,0.32386283,0.207867368
5-FU,0.242774651,0.468526308,0.206551172,3.31E-02,4.07E-02,0.166652131,0.270678779,2.61E-02,0.4176869,0.533777625,0.396758117,0.611575628,0.472154713,0.589103031,0.376920631,0.17223291,0.107560726,0.179033226,0.672095286,0.354501149,0.297826459,7.26E-02,0.324669392,0.244458327,0.354649473,0.507689449,8.02E-02,0.11048062,0.223769255,0.122397196,0.214065293,0.107617437,7.31E-02,0.216640071,0.303706528,0.13924695,0.140394812,0.173728231,0.141523114,8.70E-02,8.41E-02,8.50E-02,0.269439895,0.104934864,0.229175268,9.58E-02,0.116223845,0.142797128
681640,3.59E-02,NA,0.122943197,NA,NA,2.80E-02,0.103741916,7.80E-02,6.95E-02,8.53E-02,0.141579082,0.145775886,0.2408055,0.129283862,5.22E-02,6.86E-02,7.36E-03,NA,NA,0.252080583,3.03E-04,NA,1.68E-02,NA,1.29E-02,0,0.136964612,0.206193013,6.44E-02,8.55E-02,NA,6.86E-02,1.62E-02,9.06E-02,8.69E-04,0.119387,8.09E-02,NA,7.76E-02,NA,0.116144455,7.62E-03,3.63E-03,7.33E-03,NA,0,8.70E-03,NA
968,NA,1.55E-02,NA,NA,NA,NA,NA,NA,NA,5.17E-02,NA,NA,NA,NA,NA,NA,1.01E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.47E-02,NA,NA,NA,NA,NA,NA,NA,NA,0.120613589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162858033,NA
A-443654,0.246109465,0.194894153,0.147610291,0.101428297,1.15E-02,3.73E-02,0.107715915,7.74E-02,0.327099235,0.467577457,0.499305349,0.537868435,0.190249841,9.61E-02,0.308703234,7.51E-02,7.12E-03,0.257831761,0.376113673,7.47E-02,6.72E-02,NA,0.423266293,NA,0.190329908,0.361380253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A-770041,3.42E-03,2.84E-02,7.73E-02,1.68E-02,4.02E-02,9.07E-03,1.70E-02,3.56E-02,3.17E-02,0.152931973,1.67E-03,8.87E-02,0.113777875,0,5.34E-02,7.53E-03,2.20E-02,4.61E-02,0.101468849,9.86E-03,1.82E-02,NA,7.34E-02,NA,0.159037455,8.21E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A-804598,8.81E-03,NA,7.28E-02,4.98E-02,1.90E-02,NA,NA,2.97E-03,NA,NA,NA,NA,NA,0,0,3.40E-02,NA,0,6.23E-02,0,0,0,NA,3.41E-02,NA,NA,NA,NA,2.61E-02,5.05E-02,1.16E-03,2.07E-03,0.155183,2.39E-02,7.10E-03,2.67E-03,NA,3.94E-02,3.16E-02,1.58E-02,5.85E-03,0.118112567,9.15E-02,3.31E-02,0.140955974,6.67E-03,NA,5.42E-03
AA-COCF3,1.29E-02,0.137814407,2.83E-02,1.66E-02,5.36E-05,NA,NA,0.112670275,NA,0.192200582,0.40743479,0.242351312,0.10979417,0.166883326,0.172124824,3.88E-03,0.244602379,0.145289609,5.34E-02,0.173193836,0.251226072,0.290114793,0.150401164,0.381112309,0.238232902,1.78E-02,9.05E-02,0.200127364,0.299938225,0.123052078,5.63E-03,0.152215044,0.148117,0.193316973,3.47E-02,0.152515,0.133826373,1.48E-03,6.25E-03,7.25E-03,NA,2.07E-02,1.04E-02,7.33E-02,0,9.53E-02,0.224387876,0.20216299
ABT-199,7.77E-02,NA,NA,0.853328056,0.877827504,NA,NA,0.536099658,NA,NA,0.341945024,NA,9.53E-02,NA,0.268146613,0.137533554,NA,0.183910042,NA,7.84E-02,0.198379285,0.355834274,0.237772601,0.209675613,0.121433218,NA,NA,NA,0,5.25E-02,1.05E-03,6.10E-02,6.78E-02,0.127913984,4.25E-02,2.79E-02,NA,0,0.242090725,8.51E-02,6.26E-02,0.136070712,0.169898043,3.86E-02,3.70E-02,7.08E-02,NA,6.92E-02
ABT-263,0.339584455,0.186959867,0.358028017,0.644011528,0.535617547,0.479377961,0.499753882,0.6517882,0.518674161,0.322720459,0.185104676,0.697093458,0.333540016,7.21E-02,0.288717459,0.18992353,0.223513672,0.119107657,0.216114438,0.300047087,0.132906083,0.399598148,0.518897591,0.445189312,9.86E-02,0.556608093,7.93E-02,0.129211673,4.98E-02,8.51E-02,1.01E-02,7.41E-02,1.94E-02,0.167494258,2.75E-02,0.128274,0.247800404,4.89E-03,6.43E-02,8.76E-02,5.56E-02,0.224246465,0.141393889,2.25E-02,9.80E-03,8.63E-02,0.236246824,0.323941696
ABT-737,0.228548823,0.210546501,0.298388869,0.694396201,NA,NA,NA,NA,NA,0.583514936,0.432431599,0.713910565,0.146400898,0.110002035,0.310910844,0.259671025,0.416346621,0.163464848,0.259150597,0.125056201,0.220423124,0.351171832,NA,0.266684306,0.145696936,NA,3.86E-02,0.113098361,2.78E-03,0.105795697,3.14E-02,5.43E-02,5.75E-03,0.203564963,3.10E-02,5.41E-02,8.98E-04,1.77E-02,0.522142803,7.15E-02,0.147231302,0.26009078,0.185799426,6.58E-02,0.114394981,4.66E-02,0.24601923,0.298318023
ABT-888,2.30E-02,0.112219165,2.70E-02,3.43E-03,8.97E-03,NA,4.53E-02,4.31E-02,1.29E-02,5.87E-02,2.24E-02,7.60E-02,0.137163038,3.40E-02,3.69E-02,1.80E-02,3.02E-02,2.93E-02,3.39E-03,0.101103334,2.59E-02,8.49E-03,4.60E-02,6.62E-02,5.47E-02,6.91E-02,4.31E-03,6.80E-02,9.29E-02,0.117736936,9.91E-02,3.60E-02,4.94E-02,5.22E-02,9.28E-03,8.87E-02,6.39E-02,4.94E-03,2.05E-02,1.23E-05,8.50E-03,4.30E-02,5.41E-03,1.55E-02,0,4.01E-02,5.63E-02,6.93E-02
AC220,9.82E-02,4.62E-02,1.64E-02,3.28E-03,0.79147983,4.66E-02,0.109068788,2.59E-02,4.57E-03,0.975724603,0.86208672,0.954585978,5.64E-02,5.02E-02,0.385572573,7.07E-02,9.81E-03,3.99E-02,1.35E-02,NA,1.93E-02,NA,0.31996751,NA,5.62E-02,2.28E-02,0.115148998,3.80E-02,2.52E-02,5.32E-02,1.05E-02,3.64E-03,5.51E-02,6.87E-02,3.90E-02,3.13E-02,9.26E-03,NA,1.40E-02,1.18E-02,9.38E-03,8.72E-03,7.09E-02,2.42E-05,0.199149376,0.19256749,5.95E-03,1.03E-02
AC55649,3.14E-02,1.01E-02,4.45E-02,6.57E-02,0,NA,NA,5.29E-02,NA,1.14E-02,NA,NA,0.108291527,0.125989374,NA,5.15E-03,1.89E-02,2.91E-02,1.19E-02,4.00E-02,0.161787489,NA,7.19E-02,NA,4.83E-02,2.27E-02,2.12E-02,0.10323058,1.55E-02,5.91E-02,7.64E-03,6.68E-03,0.178322,2.41E-02,7.08E-03,7.87E-03,0,0,4.24E-02,5.12E-02,4.08E-02,0.1153475,7.86E-02,9.36E-03,8.65E-02,9.04E-03,8.43E-02,3.40E-02
AEW541,NA,NA,NA,4.96E-02,NA,3.98E-02,NA,NA,NA,NA,NA,NA,NA,NA,0.233282383,NA,4.55E-02,NA,0.300497741,NA,NA,NA,NA,NA,NA,0.155303826,NA,0.232011058,5.99E-02,0.147083779,0.266665346,NA,6.53E-02,0.169837921,7.81E-02,7.80E-02,0.171416098,0.274339746,9.55E-02,6.87E-02,0.130435965,7.18E-02,0.11141605,9.58E-02,0.266862448,4.83E-02,2.23E-02,3.04E-02
AG-014699,6.93E-02,1.28E-04,3.47E-03,NA,2.67E-02,3.08E-02,6.67E-02,0,3.34E-03,0.146754617,7.98E-03,0.107038168,2.13E-02,0.122752015,0,1.32E-02,5.77E-02,8.01E-03,NA,8.65E-02,5.06E-03,NA,0.113733172,NA,2.16E-04,3.85E-02,3.79E-02,2.90E-02,0.119745902,4.36E-02,4.87E-02,3.78E-02,8.20E-03,7.75E-04,0.152472108,3.06E-02,4.10E-03,NA,2.95E-02,NA,2.22E-02,2.19E-03,0,2.55E-03,NA,0.274240594,1.25E-02,NA
AGK-2,1.74E-02,3.15E-02,1.54E-02,1.21E-02,7.36E-03,NA,NA,4.39E-02,NA,NA,0,NA,0.163245197,2.99E-02,1.45E-02,2.60E-04,0.149681618,NA,0,6.22E-02,0.148369411,5.20E-02,7.98E-02,7.21E-03,4.65E-02,NA,4.94E-02,0,3.27E-02,5.45E-02,0,3.74E-03,3.82E-03,7.98E-02,4.05E-03,1.15E-02,0,0,8.08E-02,5.17E-02,0,0.136498363,1.62E-02,1.24E-02,NA,5.44E-04,0.225652347,0.231907896
AICAR,0.135963917,NA,0.387330663,NA,0.332260788,NA,0.412441476,0.336313393,0.136709405,0.418300924,0.362355857,0.560628513,0.321768483,0.203967618,0.465758455,0.144218117,0.186567746,0.256795048,NA,NA,0.150504985,NA,0.191568256,NA,0.269895394,0.338677924,0.414938205,0.190797098,0.479104325,0.397916494,0.136214045,0.186108423,0.153499,0.113917505,0.157331846,0.240433,0.186070682,NA,0.131928145,NA,0.183045683,9.80E-02,0.18514051,0.105475453,NA,8.58E-02,0.118400187,NA
AKT inhibitor VIII,3.00E-02,2.11E-02,2.20E-02,1.16E-02,0.252950675,5.97E-02,5.78E-02,1.25E-02,2.25E-02,5.88E-02,0.194030041,0.108206647,0,2.32E-02,0.12174475,9.06E-03,8.32E-03,0.114478321,0.147980735,NA,5.98E-03,NA,7.23E-02,NA,1.37E-02,5.34E-02,0.129510555,0.13275499,7.14E-02,0.17109262,0.215350694,0.109051846,0.249039,4.37E-02,0.111039366,0.213323,4.34E-02,NA,3.83E-02,5.16E-02,0.126520021,0.332230725,0.172276863,7.78E-02,4.97E-03,0.22309778,0.121371526,3.97E-02
AM-580,4.40E-02,2.02E-03,0.294979799,0.189717746,0,NA,NA,0.142582216,NA,0.287732597,NA,0.567759673,NA,0.565478332,9.97E-02,0.120381202,0.145099581,8.04E-02,0.503510977,0.112091715,0.307045152,0.206070779,2.05E-02,0.279224572,0.287363661,0.198521506,0.105998618,0.259992095,0.230754953,2.00E-02,6.26E-02,2.72E-02,0,0.23179497,3.30E-02,0.159394,0.125328376,0,0.156963861,0.24863696,7.18E-02,6.94E-02,5.01E-02,6.26E-02,NA,0.155594859,0.173737538,0.120021567
AMG-706,1.03E-03,NA,6.37E-02,NA,0.446478723,8.08E-03,2.52E-02,5.20E-02,3.25E-03,6.19E-02,1.43E-02,8.34E-02,6.66E-03,1.31E-02,2.99E-02,4.02E-02,0,NA,0,2.87E-02,1.59E-02,NA,0.320442712,NA,0,3.51E-02,8.20E-02,4.39E-02,5.94E-02,5.57E-02,NA,0.115577091,1.01E-02,0.114144697,1.21E-03,8.86E-02,0.30987417,NA,6.93E-02,NA,3.68E-02,0.102641455,0.206180091,3.84E-02,NA,3.75E-02,0.11956011,NA
AP-24534,0.124355541,3.84E-02,4.53E-02,7.17E-02,0.668695821,0.457956652,3.29E-02,7.54E-02,5.49E-02,0.782844713,0.591849283,0.773256884,9.36E-02,1.04E-02,0.125444035,0,4.27E-03,8.18E-02,0.179525142,3.24E-02,6.90E-02,NA,0.541350933,NA,0.116044521,6.59E-02,0.120396254,7.69E-02,0.181360798,9.09E-02,3.50E-02,0,0.107587,0.101889902,0.166607938,3.36E-02,0.484112465,NA,2.35E-03,7.11E-02,0.146950749,3.86E-02,1.04E-02,0.135162646,2.65E-02,0.203024696,6.38E-03,0.268581209
apicidin,0.513761438,0.426590783,0.482743468,0.509317232,0.595782455,NA,NA,0.375213544,NA,0.494162297,0.376293562,0.595358428,0.60545166,0.710204294,0.521249269,0.512048432,0.488067048,0.521003064,0.465235687,0.496240083,0.538999151,0.579368475,0.38152985,0.545090939,0.458674757,0.527486976,0.484060797,0.242673521,0.374353917,0.351957634,0.296932285,0.273040494,0.405841,0.407510452,0.214430565,0.291032,0.311821824,0.486854474,0.347761513,0.271596414,0.348209353,0.424896692,0.422382424,0.174301224,0.402880971,0.40817127,0.526871366,0.206110229
AS601245,0.325402024,0.14719398,4.98E-02,6.92E-02,NA,4.43E-02,3.42E-02,4.28E-03,6.78E-02,0.137757074,0.154346624,0.347718635,5.37E-02,4.69E-02,3.06E-02,7.42E-02,4.36E-02,5.92E-02,0.175068437,NA,0.141444576,NA,0.145370596,NA,9.64E-02,0.145005539,0.126585707,0.559820812,5.02E-02,8.40E-03,0.19193845,0.357800098,0.145534,8.19E-02,0.484544515,0.142442,0.154471648,NA,3.73E-02,6.80E-03,0.24925042,0.255154922,0.306629767,0.207980403,3.32E-02,0.165849156,5.58E-02,0.381896921
AS605240,0.272880066,7.99E-02,0.339257569,7.78E-02,0.633872102,0.340452426,0.880316682,0.602815884,0.692607801,0.332818217,0.34259606,0.376264505,0.48942123,0.746961844,0.659501852,0.718411603,8.70E-03,0.566041346,0.959870519,NA,0.42354892,NA,0.378914846,NA,0.842791625,0.956655407,7.00E-02,2.52E-02,1.15E-02,0.177985748,2.05E-02,5.10E-03,0.199064,0.141760124,0.554341561,5.00E-03,1.23E-02,NA,5.81E-02,0.157166332,6.84E-02,0.53808745,0.457926218,0.336943997,0.214392464,6.34E-02,0.302056497,0.16587206
AT13387,0.550607764,NA,0.53149376,0.397569715,0.712390014,NA,NA,NA,NA,NA,NA,NA,NA,0.673203191,0.588512633,0.560353875,NA,NA,0.858358361,NA,NA,0.701413794,NA,0.542380213,NA,NA,NA,NA,0.418219532,0.609323043,NA,0.649756306,0.39027,NA,0.574016209,0.463111,NA,NA,0.472919733,0.580181453,0.227670864,0.415779219,0.677731071,0.41787653,0.274973769,0.249744354,NA,NA
AT7867,0.304525321,0.114228911,0.208002384,0.278797735,0.382014229,NA,NA,0.170542382,NA,0.319176554,0.215438705,0.387338778,0.280260984,0.284118802,0.314252008,5.77E-02,0.469824175,0.287472197,0.221396011,0.216088473,0.207526216,0.204114998,0.37780177,0.232245237,0.111990178,0.321174998,0.111961158,0.226663966,0.138307745,0.167965118,0.233405742,0.118593404,6.09E-02,0.219774105,5.46E-02,3.95E-02,6.67E-02,0.2258467,0.350608615,4.53E-02,0.20054787,0.191879804,0.29013805,0.154589832,0.179443319,0.245415229,NA,0.180512858
ATRA,0.135282978,0.158826836,0.424305219,0.30981466,6.92E-02,0.181070999,6.75E-02,0.161126812,0.246604219,0.390862155,0.323883381,0.690263009,0.571574989,0.579443575,0.372288959,0.139147603,0.152017043,0.259623393,0.617530109,0.582051992,0.227483601,5.25E-02,1.79E-02,0.456066252,8.89E-02,0.30427415,5.19E-02,0.106332759,9.39E-02,4.84E-02,2.92E-02,0.102247594,2.28E-02,0.11263033,6.35E-02,3.84E-02,0,2.16E-03,2.62E-02,4.04E-02,3.47E-02,6.93E-02,4.91E-02,3.51E-02,0.257372784,1.25E-02,3.14E-02,4.70E-02
austocystin d,2.07E-02,NA,1.19E-02,0.352456653,1.59E-03,NA,NA,8.04E-02,NA,0.476311553,NA,0.167789997,0.199296917,0.154529245,0.197089689,8.30E-02,1.60E-02,2.86E-02,4.19E-02,NA,0.159560304,0.572477403,8.74E-02,8.25E-02,NA,9.99E-02,0.313404468,0.508723945,0.220951782,0.371906332,0.140694886,0.409167662,0.398679,0.397303633,0.132299234,0.496075,0.519102643,0.560563848,0.241439183,0.376932423,0.348674064,7.60E-02,6.93E-02,0.237557005,1.30E-03,0.4847729,0.153168164,NA
AUY922,0.705066181,0.536091215,0.502123395,0.198424744,NA,0.334477776,0.333821097,0.172394822,0.452914208,0.491047375,0.388523893,0.720133021,0.349913497,0.243564622,0.539745181,0.347792741,0.121403189,0.405295661,0.694245865,NA,0.297073715,NA,0.739126898,NA,0.502821047,0.603557037,0.601199048,0.665631733,0.724828278,0.504446523,0.513334141,0.643526632,0.352653,0.626791745,0.672841004,0.579708,0.782980911,NA,0.194012377,0.190921986,0.867341624,0.294431045,0.771305164,0.523332957,0.205357731,2.45E-03,0.371089524,0.514693907
avicin D,0.541283234,NA,0.155992508,0.418974587,0.458630861,NA,NA,NA,NA,NA,NA,NA,NA,0.441206863,0.383097219,0.147656536,NA,NA,0.393469139,NA,NA,0.343418557,NA,0.581379978,NA,NA,NA,NA,0.574244253,0.607829415,NA,0.470888953,0.354509,NA,0.392007626,0.156069,NA,NA,0.542779481,0.312237656,0.56373731,0.513137025,0.617112174,0.405951709,NA,0.337873409,NA,NA
avrainvillamide,2.44E-02,NA,0.111133852,0.168232513,4.52E-02,NA,NA,0.137683129,NA,NA,0.28016361,NA,0.127310549,0.217099467,5.46E-02,1.61E-02,NA,6.09E-02,0.152305501,0.132552371,0.170366427,NA,6.72E-02,0.214245092,6.15E-02,0.166284403,NA,NA,1.19E-02,5.88E-02,3.77E-03,8.90E-04,0.210124,4.62E-02,2.16E-02,4.61E-03,NA,1.45E-03,9.12E-02,5.20E-02,3.18E-02,9.54E-02,4.97E-02,3.09E-02,8.08E-02,1.57E-02,NA,0.109762994
AZ-3146,8.68E-02,0.109287849,0.168414843,0.143092913,0.230836347,NA,NA,4.17E-02,NA,0.321126661,0.194785328,0.253556989,8.77E-02,0.204403609,0.307678419,2.55E-02,0.285811596,8.04E-02,0.152582472,0.102412129,0.221790176,NA,2.95E-02,0.274105043,2.09E-02,0.122473782,5.99E-02,0.104104682,5.07E-02,1.41E-04,2.47E-02,0.12747,3.35E-02,0.195360582,2.44E-02,NA,4.60E-03,4.69E-02,1.70E-04,4.51E-02,2.27E-03,3.39E-02,1.72E-02,9.77E-02,NA,4.41E-02,0.169715225,5.99E-02
AZ628,4.76E-03,0.148773554,0.531895063,NA,9.03E-02,0.218892791,0.641571272,0.47014646,0.438992484,0.324300127,0.124263861,0.224642178,0.378978827,0.428496974,0.460075297,3.32E-02,1.23E-02,0.474902074,0.865190969,0.141271839,0.23196316,NA,0.772299677,NA,0.678153303,0.858833348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZD-2281,7.43E-02,7.83E-02,1.95E-02,0.114488795,1.92E-02,6.16E-02,1.89E-02,6.40E-02,5.72E-02,0.131257122,4.36E-02,0.210063225,8.03E-02,7.95E-02,0.14422231,3.84E-02,7.34E-02,5.12E-02,0.118188795,8.11E-02,7.47E-02,2.95E-02,0.100762865,0.186073959,6.14E-02,0.141993393,7.59E-02,7.08E-02,8.90E-02,5.72E-02,6.24E-02,6.10E-02,3.58E-02,7.63E-02,2.25E-02,6.56E-02,1.67E-02,3.63E-02,3.49E-02,0.152128462,5.62E-02,4.83E-02,5.88E-02,2.13E-02,9.40E-02,3.47E-02,6.14E-02,8.90E-02
AZD-7545,7.48E-02,8.95E-02,2.23E-02,8.34E-02,4.54E-02,NA,NA,9.66E-02,NA,5.46E-02,0.258475171,0.153121336,5.83E-02,0.111194746,9.83E-02,3.99E-02,3.27E-02,0.147762332,4.34E-02,0.21363056,0.203681574,2.02E-02,0.131132362,0.100609996,0.203635234,0.149476963,1.11E-02,0.112436044,2.98E-02,2.54E-03,8.65E-02,0.201508956,9.88E-02,0.166288428,6.45E-02,5.12E-02,0.109497314,0.115042599,0.12635045,0.179663321,9.52E-02,4.37E-04,6.92E-02,8.44E-03,1.28E-03,0.130202853,1.33E-02,0.129388926
AZD0530,1.72E-02,2.91E-02,2.21E-02,2.00E-02,0.206188496,5.55E-03,2.55E-02,6.09E-02,1.70E-02,0.181930727,7.97E-02,0.148243406,3.18E-02,5.85E-02,7.06E-02,2.88E-02,2.42E-02,2.47E-02,7.86E-02,7.21E-02,4.75E-02,4.10E-02,0.290251692,8.09E-02,8.09E-03,9.08E-02,0.365909265,0.423554773,7.77E-02,0.190848689,0.178567017,0.228723636,0.1408135,0.245938669,0.153888024,2.66E-02,7.27E-02,0.144229949,0.242936259,5.99E-02,4.80E-02,0.11021809,9.62E-02,0.136497351,0.144065766,0.203070474,0.229624533,1.11E-02
